MS,MS Name,CCI,Title,Fund,Objective,Initially planned EU amount,De-commitments (n+2/n+3),De-commitments at closure,Net planned EU amount,Cumulative pre-financing,Cumulative recovery of pre-financing (at closure),Cumulative net pre-financing,Cumulative interim payments,Cumulative recovery of expenses (at closure),Cumulative net interim payments,Closure payments,Total closure recoveries,Total net payments,EU payment rate compared to initial planned EU amount
AT,Österreich,2007AT162PO006,OP Salzburg 2007-2013: Ziel Regionale Wettbewerbsfähigkeit & Beschäftigung / EFRE,ERDF,Regional Competitiveness and Employment,"13,813,480.00",0,"234,091.80","13,579,388.20","1,036,011.00",0,"1,036,011.00","12,086,795.00",0,"12,086,795.00","456,582.20",0,"13,579,388.20",98.31
GR,Ellada,2007GR05UPO001,Ανάπτυξη Ανθρώπινου Δυναμικού,ESF,Convergence,"2,335,859,324.00",0,0,"2,335,859,324.00","164,340,428.03",0,"164,340,428.03","2,171,518,895.97",0,"2,171,518,895.97",0,0,"2,335,859,324.00",100
PL,Polska,2007PL161PO006,Regionalny Program Operacyjny Województwa Kujawsko-Pomorskiego na lata 2007 - 2013,ERDF,Convergence,"996,053,121.00",0,0,"996,053,121.00","85,590,343.80",0,"85,590,343.80","860,660,121.15",0,"860,660,121.15","49,802,656.05",0,"996,053,121.00",100
SE,Sweden,2007SE06RPO001,Landsbygdsprogram för Sverige 2007-2013,EAFRD,,"1,953,061,954.00",0,"58,372,170.41","1,894,689,783.59","136,714,336.78",0,"136,714,336.78","1,718,694,519.51",0,"1,718,694,519.51","39,280,927.30",0,"1,894,689,783.59",97.01
CB,EU cross-border cooperation,2007CB163PO017,Programm Ziel 3 / Cíl 3 zur Förderung der grenzübergreifenden Zusammenarbeit Sachsen - Tschechien,ERDF,European Territorial Cooperation,"207,396,944.00",0,"10,079,737.59","197,317,206.41","18,665,724.96",0,"18,665,724.96","178,361,371.84",0,"178,361,371.84","290,109.61",0,"197,317,206.41",95.14
GR,Ellada,2007GR051RV001,Εθνικό Αποθεματικό Απροβλέπτων,ESF,Convergence,"148,800,403.00",0,0,"148,800,403.00","11,910,030.23",0,"11,910,030.23","136,890,372.77",0,"136,890,372.77",0,0,"148,800,403.00",100
GR,Ellada,2007GR14FPO001,Επιχειρησιακό Πρόγραμμα Αλιείας 2007-2013,EFF,Non Convergence,"30,995,509.00",0,"2,006,264.66","28,989,244.34","4,339,371.26","4,144,813.89","194,557.37","24,649,873.08",0,"24,649,873.08",0,"4,144,813.89","24,844,430.45",80.15
IT,Italia,2007IT161PO012,Por Basilicata ST FESR,ERDF,Convergence,"300,874,549.00",0,0,"300,874,549.00","22,565,591.18",0,"22,565,591.18","242,082,537.13",0,"242,082,537.13","36,226,420.69",0,"300,874,549.00",100
ES,España,2007ES05UPO002,PO FSE LUCHA CONTRA LA DISCRIMINACION,ESF,Convergence,"208,068,774.00",0,0,"208,068,774.00","15,605,158.05",0,"15,605,158.05","181,135,324.48",0,"181,135,324.48","11,328,291.47",0,"208,068,774.00",100
BE,Belgique-België,2007BE052PO005,ESF Operationele Programma 'Regionaal concurrentievermogen en Werkgelegenheid' van Vlaanderen,ESF,Regional Competitiveness and Employment,"468,874,561.00",0,0,"468,874,561.00","35,165,592.08",0,"35,165,592.08","410,265,240.87",0,"410,265,240.87","23,443,728.05",0,"468,874,561.00",100
ES,España,2007ES051PO002,PO FSE CASTILLA LA MANCHA,ESF,Convergence,"180,400,219.00",0,0,"180,400,219.00","13,530,016.43",0,"13,530,016.43","157,850,191.62",0,"157,850,191.62","9,020,010.95",0,"180,400,219.00",100
FR,France,2007FR161PO002,Programme opérationnel FEDER Guadeloupe,ERDF,Convergence,"542,701,534.00",0,"3,014,513.12","539,687,020.88","40,702,615.05",0,"40,702,615.05","474,863,842.25",0,"474,863,842.25","24,120,563.58",0,"539,687,020.88",99.44
UK,United Kingdom,2007UK162PO009,Yorkshire and Humberside England ERDF Regional Competitiveness and Employment programme,ERDF,Regional Competitiveness and Employment,"583,580,959.00",0,0,"583,580,959.00","43,768,571.93",0,"43,768,571.93","510,633,339.12",0,"510,633,339.12","29,179,047.95",0,"583,580,959.00",100
HU,Magyarország,2007HU161PO003,Operational Programme for West Pannon,ERDF,Convergence,"463,752,893.00",0,0,"463,752,893.00","41,737,760.37",0,"41,737,760.37","398,827,487.98",0,"398,827,487.98","23,187,644.65",0,"463,752,893.00",100
NL,Nederland,2007NL162PO003,Operationeel Programma Zuid 2007-2013,ERDF,Regional Competitiveness and Employment,"185,900,000.00",0,0,"185,900,000.00","13,942,500.00",0,"13,942,500.00","162,662,500.00",0,"162,662,500.00","9,295,000.00",0,"185,900,000.00",100
IT,Italia,2007IT161PO008,POR Calabria FESR 2007 - 2013,ERDF,Convergence,"1,499,120,026.00",0,0,"1,499,120,026.00","112,434,001.95",0,"112,434,001.95","1,298,280,102.75",0,"1,298,280,102.75","47,389,105.90",0,"1,458,103,210.60",97.26
CB,EU cross-border cooperation,2007CB163PO056,INTERREG IV Syddanmark-Schleswig-K.E.R.N.,ERDF,European Territorial Cooperation,"44,311,398.00",0,"1,626,797.88","42,684,600.12","3,323,354.85",0,"3,323,354.85","38,772,473.25",0,"38,772,473.25","588,772.02",0,"42,684,600.12",96.33
ES,España,2007ES161PO001,Programa Operativo FEDER de la Región de Murcia,ERDF,Convergence,"523,859,034.00",0,0,"523,859,034.00","39,289,427.55",0,"39,289,427.55","458,376,654.75",0,"458,376,654.75","26,192,951.70",0,"523,859,034.00",100
DE,Germany,2007DE06RPO023,FörderInitiative Ländliche Entwicklung in Thüringen 2007-2013,EAFRD,,"747,575,755.00",0,"4,325,068.05","743,250,686.95","52,330,302.85",0,"52,330,302.85","657,866,664.33",0,"657,866,664.33","33,053,719.77",0,"743,250,686.95",99.42
CB,EU cross-border cooperation,2007CB163PO013,Program współpracy przygranicznej Południowy Bałtyk,ERDF,European Territorial Cooperation,"60,735,659.00",0,"1,405,856.63","59,329,802.37","5,466,209.31",0,"5,466,209.31","52,232,666.74",0,"52,232,666.74","1,530,966.34",0,"59,229,842.39",97.52
DE,Deutschland,2007DE162PO007,Operationelles Programm EFRE Nordrhein-Westfalen 2007-2013,ERDF,Regional Competitiveness and Employment,"1,283,430,816.00",0,"57,664,769.12","1,225,766,046.88","96,257,311.20",0,"96,257,311.20","1,123,001,964.00",0,"1,123,001,964.00","6,506,771.68",0,"1,225,766,046.88",95.51
SI,Slovenija,2007SI051PO001,Operativni program razvoja človeških virov za obdobje 2007-2013,ESF,Convergence,"755,699,370.00",0,0,"755,699,370.00","68,012,943.30",0,"68,012,943.30","649,901,458.20",0,"649,901,458.20","37,784,968.50",0,"755,699,370.00",100
DE,Deutschland,2007DE052PO005,"Operationelles Programm ESF Hamburg 2007-2013, Programmänderung 2012",ESF,Regional Competitiveness and Employment,"91,152,890.00",0,0,"91,152,890.00","6,836,466.75",0,"6,836,466.75","79,758,778.75",0,"79,758,778.75","4,557,644.50",0,"91,152,890.00",100
DE,Deutschland,2007DE05UPO001,Operationelles Programm ESF Bund 2007-2013,ESF,Regional Competitiveness and Employment,"2,162,219,289.00",0,0,"2,162,219,289.00","162,166,446.68",0,"162,166,446.68","1,834,747,672.66",0,"1,834,747,672.66","165,305,169.66",0,"2,162,219,289.00",100
DE,Germany,2007DE06RPO017,"Programm ""Agrarwirtschaft, Umweltmaßnahmen, Landentwicklung"" (PAUL) Rheinland-Pfalz 2007-2013",EAFRD,,"275,471,715.00",0,"1,046,075.59","274,425,639.41","19,283,020.05",0,"19,283,020.05","242,415,109.20",0,"242,415,109.20","12,727,510.16",0,"274,425,639.41",99.62
IT,Italia,2007IT14FPO001,Programma Operativo FEP,EFF,Non Convergence,"106,060,990.00","3,443,851.00","4,665,176.70","97,951,962.30","14,848,538.00",0,"14,848,538.00","71,616,050.05",0,"71,616,050.05",0,0,"86,464,588.05",81.52
BE,Belgique-België,2007BE052PO002,Programme opérationnel 'Compétitivité régionale et emploi' - Troïka Wallonie ( hors Hainaut )  Bruxelles (COCOF) - FSE,ESF,Regional Competitiveness and Employment,"328,833,980.00",0,0,"328,833,980.00","24,662,548.50",0,"24,662,548.50","287,729,732.50",0,"287,729,732.50","16,441,699.00",0,"328,833,980.00",100
ES,España,2007ES16UPO001,"Programa Operativo FEDER de Investigación, Desarrollo e innovación por y para el beneficio de las Empresas - Fondo Tecnológico",ERDF,Convergence,"1,686,342,363.00",0,"53,165,124.65","1,633,177,238.35","126,475,677.22",0,"126,475,677.22","1,148,815,453.11","14,933,497.41","1,133,881,955.70","357,886,108.02","14,933,497.41","1,618,243,740.94",95.96
LU,Luxembourg (Grand-Duche),2007LU052PO001,Programme opérationnel FSE au Luxembourg,ESF,Regional Competitiveness and Employment,"25,243,666.00",0,0,"25,243,666.00","1,893,274.95",0,"1,893,274.95","22,088,207.75",0,"22,088,207.75","1,262,183.30",0,"25,243,666.00",100
IT,Italia,2007IT052PO015,Por Veneto FSE,ESF,Regional Competitiveness and Employment,"346,518,568.00",0,0,"346,518,568.00","26,176,469.18",0,"26,176,469.18","303,016,170.42",0,"303,016,170.42","17,325,928.40",0,"346,518,568.00",100
IT,Italy,2007IT06RPO004,Friuli Venezia Giulia - PSR 2007-2013,EAFRD,,"119,774,000.00",0,"1,661,834.73","118,112,165.27","8,435,840.00",0,"8,435,840.00","105,349,460.00",0,"105,349,460.00","4,326,865.27",0,"118,112,165.27",98.61
SE,Sverige,2007SE162PO008,Övre Norrland,ERDF,Regional Competitiveness and Employment,"242,637,082.00",0,"5,270,244.85","237,366,837.15","18,197,781.15",0,"18,197,781.15","212,307,446.75",0,"212,307,446.75","6,861,609.25",0,"237,366,837.15",97.83
IT,Italy,2007IT06RPO017,Programma di Sviluppo Rurale della Regione Basilicata per il periodo 2007-2013,EAFRD,,"384,626,999.62","18,346,033.62","13,967,225.08","352,313,740.92","27,078,800.00",0,"27,078,800.00","320,888,118.06",0,"320,888,118.06","4,346,823.24",0,"352,313,741.30",91.6
FI,Finland,2007FI06RPO002,Landsbygdsutvecklingsprogram för landskapet Åland för perioden 2007-2013,EAFRD,,"18,096,824.00",0,"417,163.81","17,679,660.19","1,266,777.68",0,"1,266,777.68","15,925,205.12",0,"15,925,205.12","487,677.39",0,"17,679,660.19",97.69
IT,Italia,2007IT161PO005,Pon Reti e mobilita',ERDF,Convergence,"1,374,728,891.00",0,"17,685,417.74","1,357,043,473.26","103,104,666.83",0,"103,104,666.83","1,202,887,779.62",0,"1,202,887,779.62",0,0,"1,305,992,446.45",95
UK,United Kingdom,2007UK162PO007,West Midlands England ERDF Regional Competitiveness and Employment programme,ERDF,Regional Competitiveness and Employment,"399,899,930.00",0,0,"399,899,930.00","29,992,494.75",0,"29,992,494.75","349,912,438.75",0,"349,912,438.75","19,994,996.50",0,"399,899,930.00",100
ES,Spain,2007ES06RPO012,Programme de Développement Rural de Madrid,EAFRD,,"76,200,569.16","14,328,132.16","3,093,621.69","58,778,815.31","5,283,048.26","2,529,813.38","2,753,234.88","53,495,766.89",0,"53,495,766.89",0,"2,529,813.38","56,249,001.77",73.82
SK,Slovenska Republica,2007SK14FPO001,Operačný program Rybné hospodárstvo SR 2007 - 2013,EFF,Non Convergence,"1,007,069.00","439,606.00","185,580.24","381,882.76","140,989.66","140,989.66",0,"240,893.10","27,131.70","213,761.40",0,"168,121.36","213,761.40",21.23
ES,Spain,2007ES06RPO016,PDR de La Rioja,EAFRD,,"57,933,319.00",0,"6,106.43","57,927,212.57","4,017,869.10",0,"4,017,869.10","51,018,783.95",0,"51,018,783.95","2,888,363.59",0,"57,925,016.64",99.99
FR,France,2007FR162PO007,Programme opérationnel FEDER BRETAGNE,ERDF,Regional Competitiveness and Employment,"301,693,854.00",0,"3,192,317.02","298,501,536.98","22,627,039.05",0,"22,627,039.05","263,982,122.25",0,"263,982,122.25","11,892,375.68",0,"298,501,536.98",98.94
DE,Deutschland,2007DE051PO006,Operationelles Programm ESF Thüringen 2007-2013,ESF,Convergence,"629,009,103.00",0,0,"629,009,103.00","47,175,682.73",0,"47,175,682.73","550,382,965.12",0,"550,382,965.12","31,450,455.15",0,"629,009,103.00",100
CY,Cyprus,2007CY06RPO001,"Rural Development Programme 2007-2013, Cyprus",EAFRD,,"164,563,574.00",0,"89,913.82","164,473,660.18","11,519,450.18",0,"11,519,450.18","144,815,945.12",0,"144,815,945.12","8,138,264.88",0,"164,473,660.18",99.95
ES,España,2007ES14FPO001,Programa Operativo Español del Fondo Europeo de la Pesca 2007-2013,EFF,Convergence,"945,692,445.00","76,639,944.00","49,759,200.69","819,293,300.31","132,396,942.00","105,135,462.38","27,261,479.62","686,896,358.31",0,"686,896,358.31",0,"105,135,462.38","714,157,837.93",75.52
PL,Polska,2007PL161PO002,Program Operacyjny Infrastruktura i Środowisko,ERDF,Convergence,"5,950,821,360.00",0,0,"5,950,821,360.00","516,359,700.00",0,"516,359,700.00","5,136,920,592.00",0,"5,136,920,592.00","297,541,068.00",0,"5,950,821,360.00",100
IT,Italia,2007IT052PO002,Por Emilia Romagna FSE,ESF,Regional Competitiveness and Employment,"313,496,873.00",0,0,"313,496,873.00","22,194,690.75",0,"22,194,690.75","275,627,338.60",0,"275,627,338.60","15,674,843.65",0,"313,496,873.00",100
IT,Italia,2007IT162PO009,Obiettivo Competitività regionale ed occupazione FESR - Provincia Autonoma di Bolzano - Alto Adige,ERDF,Regional Competitiveness and Employment,"25,680,410.00",0,0,"25,680,410.00","1,951,648.58",0,"1,951,648.58","22,444,740.92",0,"22,444,740.92","1,284,020.50",0,"25,680,410.00",100
IT,Italia,2007IT14FPO001,Programma Operativo FEP,EFF,Convergence,"318,281,864.00","33,252,104.00","30,282,168.61","254,747,591.39","44,559,460.00",0,"44,559,460.00","190,456,782.38",0,"190,456,782.38",0,0,"235,016,242.38",73.84
ES,España,2007ES16UPO003,Programa Operativo FEDER de Economía basada en el Conocimiento,ERDF,Regional Competitiveness and Employment,"227,054,517.00",0,0,"227,054,517.00","17,029,088.78",0,"17,029,088.78","210,025,428.22",0,"210,025,428.22",0,0,"227,054,517.00",100
ES,Spain,2007ES06RPO005,PDR de Canarias,EAFRD,,"157,465,405.00",0,"6,497,822.33","150,967,582.67","10,910,188.73",0,"10,910,188.73","138,681,946.02",0,"138,681,946.02","1,375,447.92",0,"150,967,582.67",95.87
MT,Malta,2007MT051PO001,Operational Programme II - Empowering people for more jobs and a better quality of life,ESF,Convergence,"112,000,000.00",0,0,"112,000,000.00","10,080,000.00",0,"10,080,000.00","96,320,000.00",0,"96,320,000.00","5,600,000.00",0,"112,000,000.00",100
CB,EU cross-border cooperation,2013CB163PO002,Hungary-Croatia CBC Programme,ERDF,European Territorial Cooperation,"54,823,266.00",0,"1,516,520.44","53,306,745.56","10,796,049.50",0,"10,796,049.50","41,286,053.20",0,"41,286,053.20","1,224,642.86",0,"53,306,745.56",97.23
ES,España,2007ES162PO005,Programa Operativo FEDER de La Rioja,ERDF,Regional Competitiveness and Employment,"32,622,095.00",0,0,"32,622,095.00","2,446,657.13",0,"2,446,657.13","28,544,333.12",0,"28,544,333.12","1,631,104.75",0,"32,622,095.00",100
GR,Ellada,2007GR161PO005,Περιβάλλον - Αειφόρος Ανάπτυξη,CF,Convergence,"1,500,000,000.00",0,0,"1,500,000,000.00","118,500,000.00",0,"118,500,000.00","1,381,500,000.00",0,"1,381,500,000.00",0,0,"1,500,000,000.00",100
UK,United Kingdom,2007UK14FPO001,United Kingdom Operational Programme,EFF,Convergence,"43,150,701.00",0,"1,033,292.12","42,117,408.88","6,041,098.14","726,088.86","5,315,009.28","36,076,310.74",0,"36,076,310.74",0,"726,088.86","41,391,320.02",95.92
CB,EU cross-border cooperation,2007CB163PO066,Central Baltic INTERREG IV A Programme 2007-2013,ERDF,European Territorial Cooperation,"102,179,011.00",0,"2,014,663.67","100,164,347.33","9,196,110.99",0,"9,196,110.99","87,873,949.46",0,"87,873,949.46","3,094,286.88",0,"100,164,347.33",98.03
GR,Ellada,2007GR05UPO003,Διοικητική Μεταρρύθμιση,ESF,Regional Competitiveness and Employment,"15,372,176.00",0,0,"15,372,176.00","1,152,913.20",0,"1,152,913.20","14,219,262.80",0,"14,219,262.80",0,0,"15,372,176.00",100
DE,Germany,2007DE06RAT001,Nationales Netzwerk für den ländlichen Raum Deutschland,EAFRD,,"3,414,056.00",0,"163,737.52","3,250,318.48","238,983.92",0,"238,983.92","3,004,369.28",0,"3,004,369.28","6,965.28",0,"3,250,318.48",95.2
SK,Slovenska Republica,2007SK161PO001,OP Information Society,ERDF,Convergence,"843,595,405.00",0,"30,431,694.57","813,163,710.43","89,378,586.45",0,"89,378,586.45","712,037,048.30",0,"712,037,048.30",0,0,"801,415,634.75",95
PL,Polska,2007PL161PO008,Regionalny Program Operacyjny Województwa Lubuskiego,ERDF,Convergence,"494,355,098.00",0,0,"494,355,098.00","39,525,578.64",0,"39,525,578.64","430,111,764.46",0,"430,111,764.46","24,717,754.90",0,"494,355,098.00",100
CB,EU cross-border cooperation,2007CB163PO037,PO Italia-Malta 2007 -2013,ERDF,European Territorial Cooperation,"30,148,017.00","2,998,685.00","670,014.04","26,479,317.96","2,713,321.53",0,"2,713,321.53","23,078,543.87",0,"23,078,543.87","687,452.56",0,"26,479,317.96",87.83
BE,Belgique-België,2007BE162PO002,EFRO Operationele Programma 'Regionaal concurrentievermogen en Werkgelegenheid' van Vlaanderen,ERDF,Regional Competitiveness and Employment,"200,946,241.00",0,0,"200,946,241.00","15,070,968.08",0,"15,070,968.08","175,827,960.87",0,"175,827,960.87","10,047,312.05",0,"200,946,241.00",100
ES,Spain,2007ES06RPO006,PDR de Cantabria,EAFRD,,"81,279,954.00",0,"81,857.82","81,198,096.18","5,633,922.28",0,"5,633,922.28","71,582,034.02",0,"71,582,034.02","3,982,139.88",0,"81,198,096.18",99.9
FR,France,2007FR161PO001,Programme opérationnel FEDER Guyane,ERDF,Convergence,"305,158,669.00",0,0,"305,158,669.00","22,886,900.18",0,"22,886,900.18","267,013,835.37",0,"267,013,835.37","15,257,933.45",0,"305,158,669.00",100
BG,Bulgaria,2007BG06RPO001,Bulgarian Rural Development Programme 2007-2013 under EAFRD,EAFRD,,"2,642,248,596.20","141,411,425.20","26,171,781.64","2,474,665,389.36","184,957,401.72",0,"184,957,401.72","2,190,837,910.53",0,"2,190,837,910.53","97,225,956.48",0,"2,473,021,268.73",93.6
FR,France,2007FR06RPO002,Programme de développement rural pour la Corse,EAFRD,,"93,602,237.00",0,"4,680,111.85","88,922,125.15","6,552,156.59","103,920.28","6,448,236.31","82,369,968.56","41,875.59","82,328,092.97",0,"145,795.87","88,776,329.28",94.84
DK,Danmark,2007DK052PO001,Flere og bedre job,ESF,Regional Competitiveness and Employment,"254,788,619.00",0,0,"254,788,619.00","19,109,146.43",0,"19,109,146.43","222,940,041.62",0,"222,940,041.62","12,739,430.95",0,"254,788,619.00",100
LU,Luxemburg,2007LU06RPO001,Programme de développement rural,EAFRD,,"94,957,826.00",0,"437,063.54","94,520,762.46","6,647,047.82",0,"6,647,047.82","83,562,886.88",0,"83,562,886.88","4,310,827.77",0,"94,520,762.47",99.54
LU,Luxembourg (Grand-Duche),2007LU162PO001,"Objectif ""Compétitivité régionale et Emploi 2007-2013"" Programme opérationnel - Volet FEDER",ERDF,Regional Competitiveness and Employment,"25,243,666.00",0,0,"25,243,666.00","1,893,274.95",0,"1,893,274.95","22,088,207.75",0,"22,088,207.75","1,262,183.30",0,"25,243,666.00",100
ES,Spain,2007ES06RPO015,PAIS VASCO RDP,EAFRD,,"85,130,112.00",0,"553,447.04","84,576,664.96","5,901,872.41",0,"5,901,872.41","74,971,733.99",0,"74,971,733.99","3,703,058.56",0,"84,576,664.96",99.35
FR,France,2007FR06RPO005,PDR Martinique,EAFRD,,"104,413,999.64","893,685.64","5,176,013.65","98,344,300.35","7,224,980.00","3,208,858.26","4,016,121.74","91,119,318.30",0,"91,119,318.30",0,"3,208,858.26","95,135,440.04",91.11
IT,Italia,2007IT052PO016,POR Sardegna  FSE 2007-2013 versione 4 agosto 2015,ESF,Regional Competitiveness and Employment,"291,716,470.00",0,0,"291,716,470.00","21,878,735.25",0,"21,878,735.25","255,251,911.25",0,"255,251,911.25","14,585,823.50",0,"291,716,470.00",100
DE,Germany,2007DE06RPO020,Entwicklungsprogramm für den ländlichen Raum des Landes Sachsen-Anhalt (EPLR) Förderzeitraum 2007 bis 2013,EAFRD,,"903,907,526.00",0,"14,201,311.27","889,706,214.73","63,273,526.82",0,"63,273,526.82","795,438,622.87",0,"795,438,622.87","30,994,065.04",0,"889,706,214.73",98.43
SK,Slovenska Republica,2007SK161PO005,Operational Programme Health,ERDF,Convergence,"250,000,000.00",0,"12,500,000.00","237,500,000.00","22,500,000.00","16,403,021.02","6,096,978.98","215,000,000.00","2,976,375.96","212,023,624.04",0,"19,379,396.98","218,120,603.02",87.25
PL,Polska,2007PL161PO007,Regionalny Program Operacyjny Województwa Lubelskiego,ERDF,Convergence,"1,192,840,908.00",0,0,"1,192,840,908.00","104,026,909.41",0,"104,026,909.41","1,029,171,953.19",0,"1,029,171,953.19","59,642,045.40",0,"1,192,840,908.00",100
PT,Portugal,2007PT161PO003,PO Regional do Centro 2007-2013,ERDF,Convergence,"1,696,633,124.00",0,0,"1,696,633,124.00","127,622,484.30",0,"127,622,484.30","1,484,178,983.50",0,"1,484,178,983.50","84,831,656.20",0,"1,696,633,124.00",100
IT,Italy,2007IT06RPO010,Toscana- Programma di Sviluppo Rurale - 2007-2013,EAFRD,,"388,956,000.00",0,"10,710.20","388,945,289.80","27,399,820.00",0,"27,399,820.00","342,108,380.00",0,"342,108,380.00","19,437,089.80",0,"388,945,289.80",100
NL,Nederland,2007NL162PO004,Operationeel Programma Oost 2007-2013,ERDF,Regional Competitiveness and Employment,"164,100,000.00",0,0,"164,100,000.00","12,307,500.00",0,"12,307,500.00","143,587,500.00",0,"143,587,500.00","8,205,000.00",0,"164,100,000.00",100
SI,Slovenija,2007SI161PO002,Operativni program razvoja okoljske in prometne infrastrukture za obdobje 2007 - 2013,CF,Convergence,"1,411,569,858.00",0,0,"1,411,569,858.00","148,214,835.09",0,"148,214,835.09","1,192,776,530.01",0,"1,192,776,530.01","70,578,492.90",0,"1,411,569,858.00",100
SK,Slovenska Republica,2007SK16UPO001,OP Research and Development,ERDF,Regional Competitiveness and Employment,"326,415,373.00",0,"7,270,178.41","319,145,194.59","29,377,383.57",0,"29,377,383.57","287,465,442.79",0,"287,465,442.79",0,0,"316,842,826.36",97.07
ES,España,2007ES051PO006,PO FSE ASTURIAS,ESF,Convergence,"100,787,496.00",0,0,"100,787,496.00","7,559,062.20",0,"7,559,062.20","88,189,059.00",0,"88,189,059.00","5,039,374.80",0,"100,787,496.00",100
GR,Ellada,2007GR161PO005,Περιβάλλον - Αειφόρος Ανάπτυξη,ERDF,Convergence,"220,000,000.00",0,0,"220,000,000.00","16,500,000.00",0,"16,500,000.00","203,500,000.00",0,"203,500,000.00",0,0,"220,000,000.00",100
DE,Deutschland,2007DE162PO011,Operationelles Programm EFRE Rheinland-Pfalz 2007-2013,ERDF,Regional Competitiveness and Employment,"217,613,760.00",0,0,"217,613,760.00","16,321,032.00",0,"16,321,032.00","190,412,040.00",0,"190,412,040.00","10,880,688.00",0,"217,613,760.00",100
CB,EU cross-border cooperation,2008CB163PO001,Programa de Cooperación Territorial Transfronteriza España-Fronteras Exteriores 2008,ERDF,European Territorial Cooperation,"94,447,138.00",0,"348,839.96","94,098,298.04","973,854.15",0,"973,854.15","88,750,926.95",0,"88,750,926.95","4,373,516.94",0,"94,098,298.04",99.63
BG,Balgarija,2007BG161PO005,Operational Programme Environment,ERDF,Convergence,"439,059,208.00","71,045,804.00",0,"368,013,404.00","39,515,328.72",0,"39,515,328.72","310,097,405.08",0,"310,097,405.08","18,400,670.20",0,"368,013,404.00",83.82
LT,Lietuva,2007LT161PO001,2007-2013 m. Sanglaudos skatinimo veiksmų programa,CF,Convergence,"1,166,671,180.00",0,0,"1,166,671,180.00","146,618,043.75",0,"146,618,043.75","961,719,577.25",0,"961,719,577.25","58,333,559.00",0,"1,166,671,180.00",100
SI,Slovenija,2007SI161PO001,Operativni program krepitve regionalnih razvojnih potencialov za obdobje 2007 - 2013,ERDF,Convergence,"1,783,285,419.00",0,0,"1,783,285,419.00","153,877,456.98",0,"153,877,456.98","1,540,243,691.07",0,"1,540,243,691.07","89,164,270.95",0,"1,783,285,419.00",100
IT,Italy,2007IT06RPO018,Calabria-Programma di Sviluppo Rurale 2007-2013,EAFRD,,"650,151,000.00",0,"22,939,315.67","627,211,684.33","45,775,870.00",0,"45,775,870.00","571,867,580.00",0,"571,867,580.00","9,568,234.33",0,"627,211,684.33",96.47
GR,Ellada,2007GR14FPO001,Επιχειρησιακό Πρόγραμμα Αλιείας 2007-2013,EFF,Convergence,"176,836,728.00","5,277,880.00","8,121,453.19","163,437,394.81","24,757,141.92","24,188,369.06","568,772.86","138,680,252.89",0,"138,680,252.89",0,"24,188,369.06","139,249,025.75",78.74
LV,Latvija,2007LV051PO001,Cilvēkresursi un nodarbinātība,ESF,Convergence,"583,103,717.00",0,0,"583,103,717.00","71,584,983.21",0,"71,584,983.21","482,363,547.94",0,"482,363,547.94","29,155,185.85",0,"583,103,717.00",100
HU,Magyarország,2007HU05UPO001,Operational Programme for Social Renewal,ESF,Convergence,"3,036,730,103.27","10,390,205.27","13,754,855.81","3,012,585,042.19","395,034,831.75",0,"395,034,831.75","2,458,060,270.02",0,"2,458,060,270.02","144,627,095.71",0,"2,997,722,197.48",98.72
IT,Italy,2007IT06RPO013,VALLE D'AOSTA PSR 2007-2013,EAFRD,,"56,108,000.00",0,"690,824.21","55,417,175.79","3,951,570.00",0,"3,951,570.00","47,937,949.22",0,"47,937,949.22","3,527,656.57",0,"55,417,175.79",98.77
CY,Kypros,2007CY052PO001,"Employment, Human Capital and Social Cohesion",ESF,Regional Competitiveness and Employment,"119,769,154.00",0,0,"119,769,154.00","10,779,223.86",0,"10,779,223.86","103,001,472.44",0,"103,001,472.44","5,988,457.70",0,"119,769,154.00",100
UK,United Kingdom,2007UK162PO006,London England ERDF Regional Competitiveness and Employment Programme,ERDF,Regional Competitiveness and Employment,"181,889,213.00",0,0,"181,889,213.00","13,641,690.98",0,"13,641,690.98","159,153,061.37",0,"159,153,061.37","9,094,460.65",0,"181,889,213.00",100
IE,Ireland,2007IE162PO001,"Border, Midland and Western Operational Programme",ERDF,Regional Competitiveness and Employment,"228,758,838.00",0,0,"228,758,838.00","17,156,912.85",0,"17,156,912.85","200,163,983.25",0,"200,163,983.25","11,437,941.90",0,"228,758,838.00",100
IT,Italia,2007IT051PO003,Programma Operativo Regionale Sicilia per il Fondo Sociale Europeo 2007-2013,ESF,Convergence,"1,049,619,575.77","7,465,426.77",0.23,"1,042,154,148.77","78,721,468.20",0,"78,721,468.20","911,324,973.35",0,"911,324,973.35","45,410,132.42",0,"1,035,456,573.97",98.65
CB,EU cross-border cooperation,2007CB163PO021,Romania–Bulgaria Cross-Border Cooperation Programme 2007-2013,ERDF,European Territorial Cooperation,"217,823,757.08","11,668,404.08",0,"206,155,353.00","19,604,138.13",0,"19,604,138.13","176,243,447.22",0,"176,243,447.22",0,0,"195,847,585.35",89.91
BE,Belgium,2007BE06RPO001,Programma voor plattelandsontwikkeling Vlaanderen 2007-2013,EAFRD,,"254,217,819.00",0,"795,583.84","253,422,235.16","17,795,247.33",0,"17,795,247.33","223,711,680.72",0,"223,711,680.72","11,915,307.11",0,"253,422,235.16",99.69
